ID	Paragraf	Hovedområde	Aktivitetsområde	Hovedkonto	Underkonto	Standardkonto	R 2020	B 2021	F 2022	BO 1 2023	BO 2 2024	BO 3 2025
4213016063	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Træk på Danmarks Nationalbank	Træk på Danmarks Nationalbank	Den Sociale Pensionsfonds konto	Likvide beholdninger	0.0	-35.2	-0.2	0.0	0.0	0.0
4213012063	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Træk på Danmarks Nationalbank	Træk på Danmarks Nationalbank	Løbende konti (+ = nettotræk)	Likvide beholdninger	0.0	-52067.1	-32820.3	0.0	0.0	0.0
4212015056	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Emissionskurstab	Emissionskurstab, tilgang	-414.1	0.0	0.0	0.0	0.0	0.0
4212013525	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Ikke-realiserede valutakursreg. k. statsgæld	Finansielle indtægter	-274.3	0.0	0.0	0.0	0.0	0.0
4212013082	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Kortfristet gæld	Statsgæld udland, tilgang	-361805.0	0.0	0.0	0.0	0.0	0.0
4212013083	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Kortfristet gæld	Statsgæld udland, afgang	292263.4	54521.9	0.0	0.0	0.0	0.0
4212011525	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Ikke-realiserede valutakursregulering lang sg	Finansielle indtægter	-11.3	0.0	0.0	0.0	0.0	0.0
4212011082	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Langfristet gæld	Statsgæld udland, tilgang	-12581.2	0.0	-12591.4	0.0	0.0	0.0
4212011083	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Langfristet gæld	Statsgæld udland, afgang	417.7	79.6	12591.4	0.0	0.0	0.0
4211016858	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Almene boligobligationer, Opkøbskurstab/gevin	Værdipapirer, tilgang	2673.6	2548.8	2320.4	0.0	0.0	0.0
4211016758	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Fonden for F & F, Opkøbskurstab/gevinst	Værdipapirer, tilgang	0.0	60.5	13.9	0.0	0.0	0.0
4211016658	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	DK	Værdipapirer, tilgang	-12.4	230.7	-3.6	0.0	0.0	0.0
4211016558	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	DSP Opkøbskurstab/gevinst	Værdipapirer, tilgang	-1003.8	-400.0	0.0	0.0	0.0	0.0
4211016458	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Opkøb af almene boligobligationer	Værdipapirer, tilgang	24138.9	20451.2	26679.6	0.0	0.0	0.0
4211016459	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Opkøb af almene boligobligationer	Værdipapirer, afgang	-3234.2	-4322.6	-5335.1	0.0	0.0	0.0
4211016358	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Fonden for Forebyggelse og Fastholdelse	Værdipapirer, tilgang	0.0	634.3	691.5	0.0	0.0	0.0
4211016359	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Fonden for Forebyggelse og Fastholdelse	Værdipapirer, afgang	0.0	-674.6	-689.7	0.0	0.0	0.0
4211016158	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Danmarks Innovationsfond	Værdipapirer, tilgang	0.0	3357.3	132.4	0.0	0.0	0.0
