ID	Paragraf	Hovedområde	Aktivitetsområde	Hovedkonto	Underkonto	Standardkonto	R 2016	B 2017	F 2018	BO 1 2019	BO 2 2020	BO 3 2021
4213016363	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Træk på Danmarks Nationalbank	Træk på Danmarks Nationalbank	Forebyggelsesfondens konto	Likvide beholdninger	-694.6	0.0	0.0	0.0	0.0	0.0
4213016163	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Træk på Danmarks Nationalbank	Træk på Danmarks Nationalbank	Danmarks Innovationsfonds konto	Likvide beholdninger	-32.8	0.0	0.0	0.0	0.0	0.0
4213016063	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Træk på Danmarks Nationalbank	Træk på Danmarks Nationalbank	Den Sociale Pensionsfonds konto	Likvide beholdninger	778.5	0.0	0.0	0.0	0.0	0.0
4213013063	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Træk på Danmarks Nationalbank	Træk på Danmarks Nationalbank	Sikkerhedsstillelse ifm. derivater	Likvide beholdninger	-1248.6	0.0	0.0	0.0	0.0	0.0
4213012063	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Træk på Danmarks Nationalbank	Træk på Danmarks Nationalbank	Løbende konti (+ = nettotræk)	Likvide beholdninger	-45250.5	-11938.4	-39291.1	0.0	0.0	0.0
4212015056	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Emissionskurstab	Emmissionskurstab, tilgang	-0.0	0.0	0.0	0.0	0.0	0.0
4212013525	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Ikke-realiserede valutakursreg. k. statsgæld	Finansielle indtægter	0.8	0.0	0.0	0.0	0.0	0.0
4212013082	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Kortfristet gæld	Statsgæld udland, tilgang	-739.4	0.0	0.0	0.0	0.0	0.0
4212013083	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Kortfristet gæld	Statsgæld udland, afgang	738.8	0.0	0.0	0.0	0.0	0.0
4212011525	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Ikke-realiserede valutakursregulering lang sg	Finansielle indtægter	32.2	0.0	0.0	0.0	0.0	0.0
4212011082	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Langfristet gæld	Statsgæld udland, tilgang	-32.4	0.0	0.0	0.0	0.0	0.0
4212011083	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Langfristet gæld	Statsgæld udland, afgang	21462.0	10194.6	976.6	0.0	0.0	0.0
4211016758	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Fonden for F & F, Opkøbskurstab/gevinst	Værdipapirer, tilgang	87.8	19.7	0.9	0.0	0.0	0.0
4211016658	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	DK	Værdipapirer, tilgang	82.3	262.4	14.1	0.0	0.0	0.0
4211016525	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	DSP Opkøbskurstab/gevinst	Finansielle indtægter	-335.1	0.0	0.0	0.0	0.0	0.0
4211016558	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	DSP Opkøbskurstab/gevinst	Værdipapirer, tilgang	-1805.6	-253.9	-1300.0	0.0	0.0	0.0
4211016358	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Fonden for Forebyggelse og Fastholdelse	Værdipapirer, tilgang	801.3	265.1	23.8	0.0	0.0	0.0
4211016359	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Fonden for Forebyggelse og Fastholdelse	Værdipapirer, afgang	-249.4	-260.5	-11.8	0.0	0.0	0.0
4211016158	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Danmarks Innovationsfond	Værdipapirer, tilgang	137.5	2988.8	182.9	0.0	0.0	0.0
4211016159	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Danmarks Innovationsfond	Værdipapirer, afgang	-92.7	-2893.4	-316.4	0.0	0.0	0.0
4211016058	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Den Sociale Pensionsfond	Værdipapirer, tilgang	4232.6	0.0	1849.1	0.0	0.0	0.0
4211016059	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Den Sociale Pensionsfond	Værdipapirer, afgang	-13160.1	-11825.8	-13450.7	0.0	0.0	0.0
