ID	Paragraf	Hovedområde	Aktivitetsområde	Hovedkonto	Underkonto	Standardkonto	R 2011	B 2012	F 2013	BO 1 2014	BO 2 2015	BO 3 2016
4213016363	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Træk på Danmarks Nationalbank	Træk på Danmarks Nationalbank	Forebyggelsesfondens konto	Likvide beholdninger	-10.2	0.0	0.0	0.0	0.0	0.0
4213016163	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Træk på Danmarks Nationalbank	Træk på Danmarks Nationalbank	Højteknologifondens konto	Likvide beholdninger	327.2	0.0	0.0	0.0	0.0	0.0
4213016063	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Træk på Danmarks Nationalbank	Træk på Danmarks Nationalbank	Den Sociale Pensionsfonds konto	Likvide beholdninger	-17.2	0.0	0.0	0.0	0.0	0.0
4213013063	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Træk på Danmarks Nationalbank	Træk på Danmarks Nationalbank	Konto vedr. sikkerhesstillelse ifm derivater	Likvide beholdninger	0.0	0.0	3300.0	0.0	0.0	0.0
4213012063	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Træk på Danmarks Nationalbank	Træk på Danmarks Nationalbank	Løbende konti (+ = nettotræk)	Likvide beholdninger	45518.4	-119685.3	-46402.9	0.0	0.0	0.0
4212015056	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Emissionskurstab	Emmissionskurstab, tilgang	71.2	40.0	20.0	0.0	0.0	0.0
4212013525	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Ikke-realiserede valutakursreg. k. statsgæld	Finansielle indtægter	-14.2	0.0	0.0	0.0	0.0	0.0
4212013082	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Kortfristet gæld	Statsgæld udland, tilgang	-27966.9	-4654.0	-2472.0	0.0	0.0	0.0
4212013083	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Kortfristet gæld	Statsgæld udland, afgang	30055.2	4614.0	2452.0	0.0	0.0	0.0
4212011525	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Ikke-realiserede valutakursregulering lang sg	Finansielle indtægter	-184.8	0.0	0.0	0.0	0.0	0.0
4212011082	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Langfristet gæld	Statsgæld udland, tilgang	-32328.4	-10000.0	-10000.0	0.0	0.0	0.0
4212011083	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Udenlandsk statsgæld	Udenlandsk statsgæld	Langfristet gæld	Statsgæld udland, afgang	33153.1	32427.0	22108.0	0.0	0.0	0.0
4211016358	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Forebyggelsesfonden	Værdipapirer, tilgang	341.2	9.6	397.1	0.0	0.0	0.0
4211016359	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Forebyggelsesfonden	Værdipapirer, afgang	-598.2	-291.7	-627.4	0.0	0.0	0.0
4211016158	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Højteknologifonden	Værdipapirer, tilgang	4684.8	1475.5	3672.4	0.0	0.0	0.0
4211016159	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Højteknologifonden	Værdipapirer, afgang	-3023.1	-480.0	-3446.8	0.0	0.0	0.0
4211016058	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Den Sociale Pensionsfond	Værdipapirer, tilgang	35656.4	12513.4	6720.9	0.0	0.0	0.0
4211016059	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Den Sociale Pensionsfond	Værdipapirer, afgang	-43365.0	-20160.6	-15816.7	0.0	0.0	0.0
4211015226	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Indeksobligationer, løbende indeksering	Finansielle omkostninger	0.0	0.0	236.0	0.0	0.0	0.0
4211015180	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Indeksobligationer, indeksering	Statsgæld indland, tilgang	0.0	0.0	-236.0	0.0	0.0	0.0
4211015056	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Emissionskurstab	Emmissionskurstab, tilgang	-2987.2	0.0	0.0	0.0	0.0	0.0
4211015083	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Emissionskurstab	Statsgæld udland, afgang	0.0	-62.5	-3068.8	0.0	0.0	0.0
4211014058	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Køb og amortisation af obligation	Værdipapirer, tilgang	44504.4	0.0	0.0	0.0	0.0	0.0
4211014059	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Køb og amortisation af obligation	Værdipapirer, afgang	-44504.4	0.0	0.0	0.0	0.0	0.0
4211013580	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Valutaswaps	Statsgæld indland, tilgang	-1148.1	-2636.1	-1148.1	0.0	0.0	0.0
4211013581	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Valutaswaps	Statsgæld indland, afgang	0.0	5952.0	0.0	0.0	0.0	0.0
4211013080	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Kortfristede statslån	Statsgæld indland, tilgang	-84160.0	-117533.3	-83500.0	0.0	0.0	0.0
4211013081	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Kortfristede statslån	Statsgæld indland, afgang	65420.0	117533.3	97700.0	0.0	0.0	0.0
4211012080	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Sikkerhedsstillelse vedr. derivater	Statsgæld indland, tilgang	0.0	0.0	-3300.0	0.0	0.0	0.0
4211011080	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Statsobligationer	Statsgæld indland, tilgang	-120900.0	-36220.0	-71919.3	0.0	0.0	0.0
4211011081	Afdrag på statsgælden (netto)	Statens nettolånoptagelse	Indenlandsk statsgæld	Indenlandsk statsgæld	Statsobligationer	Statsgæld indland, afgang	71274.1	58281.5	67376.9	0.0	0.0	0.0
4141041026	Beholdningsbevægelser mv.	Strukturreformen	Strukturreformen	kontantafregning, afgivende myndigheder	Kontantudligning	Finansielle omkostninger	26.6	0.0	0.0	0.0	0.0	0.0
4141041042	Beholdningsbevægelser mv.	Strukturreformen	Strukturreformen	kontantafregning, afgivende myndigheder	Kontantudligning	Overførselsudgifter til kommuner og regioner	193.5	0.0	0.0	0.0	0.0	0.0
4131021025	Beholdningsbevægelser mv.	Valutakursreguleringer	Val.kursreg. på udl. statsgæld	Valutakursreg. på udenl. genudlån	Udenlandske genudlån	Finansielle indtægter	-65.6	0.0	0.0	0.0	0.0	0.0
4131021026	Beholdningsbevægelser mv.	Valutakursreguleringer	Val.kursreg. på udl. statsgæld	Valutakursreg. på udenl. genudlån	Udenlandske genudlån	Finansielle omkostninger	26.1	0.0	0.0	0.0	0.0	0.0
4131021054	Beholdningsbevægelser mv.	Valutakursreguleringer	Val.kursreg. på udl. statsgæld	Valutakursreg. på udenl. genudlån	Udenlandske genudlån	Statslige udlån, tilgang	0.0	0.0	113.5	0.0	0.0	0.0
4131021055	Beholdningsbevægelser mv.	Valutakursreguleringer	Val.kursreg. på udl. statsgæld	Valutakursreg. på udenl. genudlån	Udenlandske genudlån	Statslige udlån, afgang	0.0	0.0	-2.8	0.0	0.0	0.0
4131011025	Beholdningsbevægelser mv.	Valutakursreguleringer	Val.kursreg. på udl. statsgæld	Realiserede val.kursreg. på udl.. statsgæld	Realiserede valutakursreguleringer	Finansielle indtægter	-1973.2	-1945.2	-2787.2	0.0	0.0	0.0
